文本,回忆,回忆次数,覆盖率,准确率,遗漏,错字,总字数
"老羊皮还能派上用场，但是杀不过来。 除此之外，她也不知道自己有多少只羊。 因为那些羊不但在自己死掉，还在自己生出来。", "老羊皮也能杀掉 但他不知道有多少只羊 因为那些羊不仅在自己死掉 也在自己生出来", 1, 0.68, 0.944, "还 派 上 用 场 是 过 除 此 之 外 她 还", "他 仅", 50
"李银河认为，传统观念、宗族意识等等，在现在农村里也是存在的，但是你不能理解为它们保存在个人的头脑里。", " 李银河 传统意识 宗族意识还是存在的", 1, 0.333, 0.938, "认 为 观 念 等 等 现 农 村 里 也 但 你 不 能 理 解 为 它 们 保 个 人 头 脑 里", "还", 45
"这地方他很熟，差不多就是他的故乡；和乡民交谈很方便，用不着找个翻译；他可以在村里到处转，用不着村长陪着。", " 差不多", 1, 0.065, 1.0, "这 地 方 他 很 熟 就 是 他 的 故 乡 和 乡 民 交 谈 很 方 便 用 着 找 个 翻 译 他 可 以 在 村 里 到 处 转 用 着 村 长 陪 着", "", 46
"（言下之意是眼下是经商热，我该下海去经商了）但是我的情形不一样。 前三种热发生时，我正在美国念书，丝毫没有受到感染。", "言下之意", 1, 0.08, 1.0, "是 眼 是 经 商 热 我 该 海 去 经 商 了 但 是 我 的 情 形 不 一 样 前 三 种 热 发 生 时 我 正 在 美 国 念 书 丝 毫 没 有 受 到 感 染", "", 50
"这两年市面上好书不多，还出了些“说不”的破烂。 相比之下我宁愿说说不新的《万历十五年》：旧的好书总比新的烂书好。", " 记住了", 1, 0.021, 0.333, "这 两 年 市 面 上 好 书 不 多 还 出 些 说 不 的 破 烂 相 比 之 下 我 宁 愿 说 说 不 新 的 万 历 十 五 年 旧 的 好 书 总 比 新 的 烂 书 好", "记 住", 47
"但我何必为商人、工程师们操心？ 在信息高速网上，海量的信息在流动。 但是我，一个爬格子的，不知道它们也能行。", " 何必操心", 1, 0.089, 1.0, "但 我 为 商 人 工 程 师 们 在 信 息 高 速 网 上 海 量 的 信 息 在 流 动 但 是 我 一 个 爬 格 子 的 不 知 道 它 们 也 能 行", "", 45
"有个联军的军官在日记里写道：这是世界上最宏伟的防御工事，他是对这城墙的高度发出的感叹，而我对城墙顶上的广阔感触很深。", "有个联军的军官在这里表示", 1, 0.185, 0.833, "日 记 写 道 是 世 界 上 最 宏 伟 防 御 工 事 他 是 对 城 墙 高 度 发 出 感 叹 而 我 对 城 墙 顶 上 广 阔 感 触 很 深", "表 示", 54
"所以，这些话我也不想记住。 奸近杀《廊桥遗梦》上演之前，有几位编辑朋友要我去看，看完给他们写点小文章。", " 不想多说", 1, 0.047, 0.5, "所 以 这 些 话 我 也 记 住 奸 近 杀 廊 桥 遗 梦 上 演 之 前 有 几 位 编 辑 朋 友 要 我 去 看 看 完 给 他 们 写 点 小 文 章", "多 说", 43
"以前我当教师，听见这种歌就起一身鸡皮疙瘩。 现在不当了，鸡皮疙瘩起得倒少了，到了春节就要听相声，相声越来越不逗。", "以前当老师鸡皮疙瘩", 1, 0.163, 0.889, "我 教 听 见 这 种 歌 就 起 一 身 现 在 不 了 起 得 倒 少 了 到 了 春 节 就 要 听 相 声 相 声 越 来 越 不 逗", "老", 49
"以前我当教师，听见这种歌就起一身鸡皮疙瘩。 现在不当了，鸡皮疙瘩起得倒少了，到了春节就要听相声，相声越来越不逗。", "春节就要听相声", 2, 0.143, 1.0, "以 前 我 当 教 师 见 这 种 歌 起 一 身 鸡 皮 疙 瘩 现 在 不 当 了 鸡 皮 疙 瘩 起 得 倒 少 了 到 了 越 来 越 不 逗", "", 49
"我的小说内容健康，但让我逐行说明每一句都是良好的信息，我也做不到。 再说，到那时我已经吓傻了，哪有精神给自己辩护。", "小说内容健康", 1, 0.12, 1.0, "我 的 但 让 我 逐 行 明 每 一 句 都 是 良 好 的 信 息 我 也 做 不 到 再 到 那 时 我 已 经 吓 傻 了 哪 有 精 神 给 自 己 辩 护", "", 50
"积极意义又在哪里？ 为什么我要搞这么一部古怪的电影？ 最主要的问题是：我这部电影是怎样配合当前形势的？", " 好的", 1, 0.022, 0.5, "积 极 意 义 又 在 哪 里 为 什 么 我 要 搞 这 么 一 部 古 怪 电 影 最 主 要 问 题 是 我 这 部 电 影 是 怎 样 配 合 当 前 形 势", "好", 45
"好人做好事，做得让你不知是在干啥，这样可以制造悬念，这是一种电影技法，警匪片常用，好人片里也用得上。", "好人做好事做的让你不知道是干啥", 1, 0.295, 0.867, "得 在 这 样 可 以 制 造 悬 念 这 一 种 电 影 技 法 警 匪 片 常 用 片 里 也 用 得 上", "的 道", 44
"像这样的城墙在世界上绝无仅有，可惜已经被拆了个精光。 没有了宏伟的城墙、寂寞的城楼，北京城是一座没有了历史的城市。", "可这样的城墙绝无仅有 可能已经被拆除", 1, 0.294, 0.882, "像 在 世 界 上 惜 了 个 精 光 没 了 宏 伟 寂 寞 楼 北 京 是 一 座 没 了 历 史 市", "能 除", 51
"但我还是要说，我也爱好过古典文学，而在影视发达的现代，如果没有现代小说，托尔斯泰并不能让我保持阅读的习惯。", "中文（汉语）有标准语和方言之分，其标准语即汉语普通话，是规范后的汉民族共同语 [1]  ，也是中国的国家通用语言。现代汉语方言一般可分为：官话方言、吴方言、湘方言", 1, 0.188, 0.136, "但 我 还 要 说 我 爱 好 过 古 典 学 而 在 影 视 发 达 如 果 没 小 说 托 尔 斯 泰 并 不 能 让 我 保 持 阅 读 习 惯", "中 汉 语 标 准 语 和 方 言 之 分 其 标 准 语 即 汉 语 普 通 话 规 范 后 汉 民 族 共 同 语 中 国 国 家 通 用 语 言 汉 语 方 言 一 般 可 分 为 官 话 方 言 吴 方 言 湘 方 言", 48
"在课堂上听老师提到艺术这个词，还是理科的老师次数更多：化学老师说，做实验有实验艺术；计算机老师说，编程序有编程艺术。", "在课堂上听到老师说艺术这个词 还有科学课上也可以听到这个词 我觉得很开心 我学到了东西 这个本文框我觉得还是不错的如果能在居中一下就更加好了
希望更加好吧", 1, 0.673, 0.486, "提 理 次 数 多 化 做 实 验 实 验 计 算 机 编 程 序 编 程", "也 可 以 我 觉 得 很 开 心 我 了 东 西 本 文 框 我 觉 得 不 错 如 果 能 居 中 一 下 就 加 好 了 希 望 加 好 吧", 52
"中文（汉语）有标准语和方言之分，其标准语即汉语普通话，是规范后的汉民族共同语 [1]  ，也是中国的国家通用语言。", "中文汉语有普通话和方言之分 是中国的标准语言", 1, 0.467, 1.0, "其 即 规 范 后 民 族 共 同 也 家 用", "", 45
"说实在的，我不想去，就推托道：听高雅音乐要西装革履、正襟危坐。 我开了一天的车，疲惫不堪，就算了吧。", "我不想去 就推脱道 听高雅音乐需要西装革履 正襟危坐 我开了一天的车累了 就算了吧", 1, 0.805, 0.917, "说 实 在 托 疲 惫 堪", "脱 需 累", 41
"小说也会失去一些作者，有些人会去下海经商，或者搞影视剧本，最后只剩下一些真正写小说的人。", " 小说也会失去一些作者", 1, 0.25, 1.0, "有 人 下 海 经 商 或 搞 影 视 剧 本 最 后 只 剩 下 真 正 写 的 人", "", 40
"在美国我结识了不少像沃尔夫老太太这样的人，像个体吊车司机、餐馆老板、小镇上的牙医等等，大家本本分分谋着一种生计，有人成功，有人不成功。 不成功的人就想再换一种本分生计，没有去炒股票，或者编个什么故事惊世骇俗。", " 在美国我认识了不少和沃尔夫老太太一样的人 有人成功 有人失败 失败就换一个行业", 1, 0.301, 0.778, "结 像 这 像 体 吊 车 司 机 餐 馆 板 小 镇 上 牙 医 等 等 大 家 本 本 分 分 谋 着 种 生 计 想 再 种 本 分 生 计 没 去 炒 股 票 或 者 编 什 么 故 事 惊 世 骇 俗", "认 和 失 败 失 败 行 业", 93
"假如把它编成软件，钻到比尔？ 盖茨的紧身衣里去享受，会更过瘾一些。 相比之下，我宁愿要一本五迷三道的法国新小说，也不要一部《廊桥遗梦》，这是因为，从小说自身的前途来看，写出这种东西解决不了问题。 真正的小说家不会喜欢把小说写得像电影。", "我得承认一下 我之前说维持的这句话确实是不够诚恳的 当时的语境说到底还是 我会维持我觉得有意义的东西 如果真的对双方都没有意义那我不会去维持我得承认一下 我之前说维持的这句话确实是不够诚恳的 当时的语境说到底还是 我会维持我觉得有意义的东西 如果真的对双方都没有意义那我不会去维持", 1, 0.614, 0.47, "假 把 它 编 成 软 件 钻 比 尔 盖 茨 紧 身 衣 里 享 受 更 过 瘾 些 相 比 宁 愿 要 本 五 迷 三 道 法 国 新 小 也 要 部 廊 桥 遗 梦 因 为 从 小 自 身 途 来 看 写 出 种 解 决 了 问 题 正 小 家 喜 欢 把 小 写 像 电 影", "承 认 维 持 句 话 确 实 够 诚 恳 当 时 语 境 底 还 维 持 觉 有 意 义 果 对 双 方 都 没 有 意 义 那 维 持 承 认 维 持 句 话 确 实 够 诚 恳 当 时 语 境 底 还 维 持 觉 有 意 义 果 对 双 方 都 没 有 意 义 那 维 持", 101
"说到了作品，大家都知道，提升格调要受到某种制约。 “文革”里有一类作品只顾提升格调，结果产生了高大全的人物和高大全的故事，使人望之生厌。 因为这个缘故，领导上也说，要做到政治性与艺术性的统一，作品里假如只有格调，就不成个东西。 这就是说，格调不是评价作品唯一的尺度。", "我得承认一下 我之前说维持的这句话确实是不够诚恳的 当时的语境说到底还是 我会维持我觉得有意义的东西 如果真的对双方都没有意义那我不会去维持我得承认一下 我之前说维持的这句话确实是不够诚恳的 当时的语境说到底还是 我会维持我觉得有意义的东西 如果真的对双方都没有意义那我不会去维持", 1, 0.383, 0.333, "了 作 品 大 家 知 道 提 升 格 调 要 受 某 种 制 约 文 革 里 类 作 品 只 顾 提 升 格 调 结 产 生 了 高 大 全 人 物 和 高 大 全 故 事 使 人 望 生 厌 因 为 个 缘 故 领 导 上 也 要 做 政 治 性 与 艺 术 性 统 作 品 里 假 只 格 调 就 成 个 就 格 调 评 价 作 品 唯 尺 度", "我 得 承 认 下 我 前 维 持 句 话 确 实 够 诚 恳 当 时 语 境 底 还 我 会 维 持 我 觉 得 意 义 真 对 双 方 没 意 义 那 我 会 去 维 持 我 得 承 认 下 我 前 维 持 句 话 确 实 够 诚 恳 当 时 语 境 底 还 我 会 维 持 我 觉 得 意 义 真 对 双 方 没 意 义 那 我 会 去 维 持", 115
"莱库格斯就不说了，哲人王是什么？ 就是圣贤啊。 从《黄金时代》谈小说艺术《黄金时代》这本书里，包括了五部中篇小说。 其中《黄金时代》一篇，从二十岁时就开始写，到将近四十岁时才完篇，其间很多次地重写。", "莱库格斯就不说了 哲人王啊 黄金时代里面一共包含了五篇中篇小说 其中黄金时代 从二十岁开始写 一直写到了四十岁 期间多次重写修改", 1, 0.63, 0.879, "是 什 么 是 圣 贤 谈 艺 术 这 本 书 括 部 将 近 才 完 很 地", "面 共 含 直 期 修 改", 81
"莱库格斯就不说了，哲人王是什么？ 就是圣贤啊。 从《黄金时代》谈小说艺术《黄金时代》这本书里，包括了五部中篇小说。 其中《黄金时代》一篇，从二十岁时就开始写，到将近四十岁时才完篇，其间很多次地重写。", "莱库格斯就不说了 哲人王啊 就是圣贤 从黄金时代开始谈小说艺术 黄金时代包含了五部中篇小说 其中黄金时代这一篇从二十岁开始写 一直写到四十岁 其中多次修改重写", 2, 0.84, 0.944, "什 么 本 书 里 括 将 近 才 完 间 很 地", "含 直 修 改", 81
"莱库格斯就不说了，哲人王是什么？ 就是圣贤啊。 从《黄金时代》谈小说艺术《黄金时代》这本书里，包括了五部中篇小说。 其中《黄金时代》一篇，从二十岁时就开始写，到将近四十岁时才完篇，其间很多次地重写。", "莱库格斯就就不必说了 哲人王是什么 就是圣贤啊 从黄金时代开始谈文学艺术 黄金时代中一共包含五篇中篇小说 其中黄金时代这一篇从二十岁开始写 一直写到四十岁才完篇 其中多次重写修改", 3, 0.914, 0.902, "本 书 里 括 部 将 近 间 很 地", "必 文 学 共 含 直 修 改", 81
"说句实在话，老写这方块字，我早就写烦了。 有关文章的作者一定会惊呼道：连小说的作者（即我）也被异化了。 但这种观点不值一驳。 你说电脑特技是异化，比之搭台子演戏，电影本身才是异化呢。", "说实话老是写着方块字 我都已经厌烦了 有人一定会在文章中大惊小怪的说了连小说的作者都异化了 这种观点不值一驳 如果这都算异化 那么拍电影的不是把搭台子看戏都异化成什么样子了", 1, 0.74, 0.704, "句 早 就 关 呼 道 即 也 被 但 你 脑 特 技 比 之 演 本 身 才 呢", "着 都 已 经 厌 人 中 大 怪 都 如 果 都 算 那 么 拍 把 看 都 成 什 么 样", 77
"说句实在话，老写这方块字，我早就写烦了。 有关文章的作者一定会惊呼道：连小说的作者（即我）也被异化了。 但这种观点不值一驳。 你说电脑特技是异化，比之搭台子演戏，电影本身才是异化呢。", "说句实在话 老写这方块字 我早已经厌烦了 这时候就会有人在文章惊呼连小说的作者（即我）也被异化了 这种观点不值一驳 如果电脑特技也算异化 那搭台子看戏都被电影异化到不知道什么程度了", 2, 0.831, 0.78, "关 定 但 你 是 比 之 演 本 身 才 是 呢", "已 经 厌 时 候 人 如 果 算 那 看 都 到 知 什 么 程 度", 77
